index,content
701,首发 生物 医药公司 Apexigen 共计 7300 万美元 B轮 C轮 融资 德诚资本 德联资本 本草 资本 多家 机构 参与
702,首发 易雍健康 5000 万 A1 轮 融资 商保 直付 助力 健康险 服务 升级
703,首发 科美 诊断 20 亿元 私募 股权 重组 交易 华兴资本 担任 独家 财务顾问
704,老年 护理 平台 K dly Care A轮 融资 互联网 降低成本 30
705,首发 宸 瑞 科技 去年 pre A轮 3000 万 融资 A轮 融资 持续 帮 医院 提供 分级 诊疗 方案
706,怡禾健康 获 经纬创投 超过 1000 万元 融资 第一家 母婴 健康 诊所 开业
707,首发 睿瀚 医疗 pre A轮 融资 200 万 专做 康复 机器人 北京 清华 长庚医院 上海华山医院 合作
708,首发 Airdoc 数亿元 B轮 融资 复星领投 搜狗 追投
709,独家 爱肾医疗 数千万 A+轮 融资 计划 落地 10 多家 连锁 独立 血透 中心 行业 独角兽
710,首发 强森医疗 获 数千万元 B+轮融资 加快 SaaS 医助云 诊所 全国 推广
711,颜术 医美 年开 家中 高端 医美 连锁 诊所 今获 国药资本 数千万 A轮 融资 齐天 创服 担任 独家 财务顾问
712,首发 蜜肤医疗 获 A+轮 千万级 融资 一步 建 皮肤 专科 连锁 机构 皮肤 学院
713,安肯 医疗 获 国药资本 pre A轮 融资 浩悦资本 担任 独家 财务顾问
714,一脉阳光 医学影像 获 百度 亿 B轮 融资 浩悦资本 担任 独家 财务顾问
715,曜立 元璟资本 数千万元 Pre A轮 融资 医院 提供 系统 解决方案 智能 医疗 数据服务
716,这家 高端 全科 连锁 诊所 A轮 6000 万元 人民币 融资 麦星投资 领投
717,大手笔 国瓷 材料 拟 亿元 收购 齿科 耗材 龙头 爱尔创 完善 国瓷 材料 产业链
718,新云 医疗 获 联想之星 Pre A轮 投资 提供 基层 医疗 疼痛 科 整体 解决方案
719,融贯电商 数亿元 C1 轮 融资 华盖资本 平安创投 领投
720,首发 医联 亿元 C轮 系列 融资 中电健康基金 战略 投资 布局 医疗 数据
721,基层 医检 服务平台 云呼科技 获 数千万 Pre 轮 融资 一步 搭建 业务 体系 渠道 完善 产品线
722,青苹果健康 徐嘉子 确认 B+轮融资 熟人 医患 模式 延伸 电商
723,首发 安晟医疗 A轮 数千万 融资 加码 布局 肿瘤 微创 领域 浩悦资本 担任 独家 财务顾问
724,火石 创造 约 3000 万元 Pre 融资 一步 重点 完善 智能 医健 大数 服务平台
725,医药 研发 公司 Bellen 获 2.5 亿元 B轮 融资 打造 分子 原料药 生产 基地 争 50 亿 CMO 市场
726,首发 上海 松力 生物 D轮 数千万元 融资 组织 诱导性 生物 材料 填补 市场 空白
727,联影医疗 33.33 亿元 A轮 融资 投后 估值 333.33 亿元
728,愿美获 1000 万元 天使轮融资 打造 线下 机构 管理 线 买 手制 电商 新 平台
729,卓正医疗 4000 万美元 C轮 融资 一步 诊所 医疗 质量 管理 信息系统 开发 核心 能力 建设
730,首发 安翰医疗 获 亿美元 投资 高科技 医疗 机器人 倍受 瞩目
731,凯尔 锐 肾科 医生集团 A轮 获 800 万美元 融资 做 中国 领先 肾病 医疗 集团
732,多睦健康 获 稼沃资本 天使轮融资 专注 日本 高端 医疗 旅游
733,天士力 200 万 欧元 投资 法国 新药 公司 出资 亿元 成立 合营 公司
734,以色列 人工智能公司 AiDoc 获 700 万美元 融资 放射 医生 分忧解愁
735,Mpirica Health 成功 筹集 460 万美元 A轮 融资 推广 医疗 质量 评分 平台
736,Two Pore Guys 2450 万美元 A轮 融资 开发 手持 型 纳米 诊断 技术
737,亿 用户 悦动圈 C轮 获 亿元 融资 游戏 化 运动 健康 受 资本 追捧
738,首发 掌控 糖尿病 数千万 B轮 融资 本轮 叠加 融资 有望 亿
739,独家 强森医疗 B轮 亿元 融资 全国 开 1000 家 社区 诊所 重构 社区 医疗 生态
740,独家 管理 两家 公司 1.3 亿 B轮 2700 万 战略 融资 欲 打造 糖尿病 生态 闭环
741,欧碧堂 融资 300 万 这是 国内 首个 落地 区块 链 中医 理疗 项目
742,做 医疗保险 优选 平台 Connectur e公司 融资 1750 万美元
743,下一代 输液 系统 公司 Ivenix 融资 5000 万美元 输液 高科技 体验
744,小雨伞保险 经纬中国 天士力资本 B轮 亿元 融资 用于 团队 技术 投入
745,瑞博生物 2.7 亿元 B轮 融资 国投创新 领投
746,获 欧姆龙 梅约 诊所 投资 3000 万美元 智能 心电图 企业 AliveCor 正 推出 新一代 AI 面板
747,新康医疗 8500 万元 C轮 投资 资本 基层 健康 管理 积累 50 万 居民 健康 档案
748,负责 学生 医疗 信息 记录 CareDox 公司 640 万美元 A轮 融资
749,想 百度 医疗 干 一架 丁香园 前 CTO 冯大辉 天使轮 2500 万 融资
750,年涨 倍 总 规模 已达 1800 亿 详解 医药行业 惊人 并购 数据
751,液体 活检 企业 Freenome 获 6500 万美元 A轮 融资 数种 癌症 筛查 超越 同类 检测
752,独家 橙意 家人 7000 万 B轮 融资 远程 便携 医疗器械 打造 呼吸 慢病 管理 闭环
753,医疗 健康 领域 区块 链 初创 公司 Hashed Health 180 万美元 投资
754,梅奥诊所 投资 虚拟 护士 平台 Sense ly 公司 获 800 万美元 B轮投资
755,SigTuple 公司 A轮 融资 58 万美元 印度 迄今 医用 人工智能 融资
756,华盖资本 领投 诺康达 医药 获 1.6 亿 融资
757,荷兰 生物制药 公司 Prexton B轮 融资 3100 万美元 创新 帕金森病 治疗 方案
758,A轮 融 5000 万美元 蛋白质 组学 新公司 斯克 利普斯 研究院 下属 Vividion 公司 受 看好
759,以色列 医疗器械 公司 InovyTec 中国 永胜 医疗 300 万美元 投资
760,桃谷 科技 获 5000 万 A轮 融资 基层 三甲 医院 全 覆盖 健康 平台
761,新世纪 医疗 正式 登陆 港股 鼎晖投资 数倍 回报
762,红杉资本 数亿元 投资 香港亚洲医疗 集团
763,Integra 生命科学公司 2.04 亿美元 收购 Derma Sciences 强势 扩张 伤口 护理 领域
764,狩猎 医健圈 数据 解读 2016 十大 最猛 医健 投资 机构
765,JP摩根 年会 开幕 同期 数字 医疗 公司 Endotronix 进账 200 万美元 硅谷银行 借款
766,B轮 融资 目标 10 亿美元 癌症 早期 筛查 公司 Grail Illumina 中 独立
767,华医心诚 亿元 天使轮融资 这家 医生集团 帮扶 800 家 县级 医院
768,23 魔方 200 万 人民币 A轮 融资 打造 消费 级 基因 市场
769,叮当快药 获 亿元 A轮 融资 引领 医药 健康 新 零售
770,重磅 独家 采访 揭开 燃石医学 B轮 融资 亿元 秘密
771,首发 北京 善康科技 融资 亿元 发布 冠状动脉 支架 置入 手术 术 中及 术后 意外保险
772,瞄准 国际 靶向 抗肿瘤 药物 研发 趋势 亚盛医药 成功 亿元 B轮 融资
773,做 眼病 新药 Ocugen 600 万美元 A轮 融资
774,需 30 美元 快速 医疗 记录 PatientBank 220 万美元 种子轮 融资
775,首发 心 医疗 200 万 天使轮融资 人工智能 大数 肿瘤 放射治疗
776,邻家好医 Pre A轮 获投 千万元 家庭医生 市场 引 关注
777,首发 雅森 科技 A轮 数千万 融资 医生 提高 诊断 准确率
778,B轮 融资 1800 万美元 Vida Health 智能 匹配 人群 健康 教练 APP
779,BioTelemetry 700 万美元 收购 TelCare 观望 多年 终 进军 糖尿病 领域
780,爱尔眼科 募资 24.2 亿元 收购 家 医院 外 建眼 健康 生态圈
781,跨境 医疗 康安途 东方富海 200 万 首轮 融资 构建 全球 营销 网络 医疗 资源 数据库
782,4.2 亿 抛售 家乐福 股票 6000 万 认购 华盖医疗 二期 辽宁 成大 重点 布局 医疗 健康 消费 领域
783,远程 医疗 企业 Medici 2400 万美元 融资 连接 患者 私人 保健 医生
784,览 海 医疗 拟以 12 35 亿 现金 购买 风 置业 95% 股权 重度 投入 高端 实体 医疗
785,贝瑞和康 借壳 公告 天兴 仪表 发行 股份 2.03 亿股 作价 43 亿元 购买
786,药品 追踪 SaaS 平台 TraceLink 51 50 万美元 C轮 融资 源头 打击 假药
787,Axial Biotherapeutics 获 A轮 融资 1915 万美元 专注 研究 肠道 微生物 群对 中枢神经 影响
788,独家 聚集 万名 精神科 名医 获恩 华药 业 5000 万 融资 心情 试图 打造 国内 专业 精神 心理 平台
789,药网 母公司 上线 华中 药交所 拟 打通 医药 医疗 闭环
790,6.9 亿美元 收购 Ed wards Lifesciences 出手 心脏 瓣膜 导管 治疗 领域
791,业界 第一 信达生物 2.6 亿美元 D轮 融资
792,200 亿美金 强生 计划 收购 欧洲 制药 公司 Actelion
793,贝登医疗 6500 万 A轮 融资 医疗器械 B2B 供应链 成下 金矿
794,首发 就医 160 C1 轮 5650 万元 融资 估值 已达 15 亿元
795,器械 寡头 鱼跃医疗 斥资 8.6 亿 并购 中 优高科 凸显 协同效应
796,首发 诺禾致源 亿 B轮 融资 专注 提供 基因组学 解决方案
797,重磅 长岭资本 首期 1.25 亿美元 募资 专注 A轮 B轮投资 健康 服务 消费 服务 领域
798,科研 大众 基因 服务 多元化 发展 云 健康 获 战略 投资 亿元 人民币
799,复星同浩 投资 千万级 人民币 大数 收集 平台 八爪鱼 备受 青睐
800,寒冬 之下 明星 医疗 项目 热门 细分 领域 更受 资本 青睐
801,呼吸道 疾病 管理 平台 Cohero A轮 融资 900 万美元 患者 在家 追踪 肺 功能
802,首发 微医 正式 公开 投资 贝联 一系列 布局 核心 发力 构建 母婴 生态圈
803,医疗 通信 系统 服务商 Vocera 5500 万美元 收购 Extension 致力于 简化 提高 医护 效率
804,科研 级 穿戴 设备 商业化 APDM 公司 获 美国 国家卫生研究院 超 460 万美元 拨款
805,Cardiogram 融资 200 万美元 收集 Apple Watch 传感器 数据 用于 临床 疾病 预测
806,BlackThorn Therapeutics 4000 万美元 A轮 融资 专注 神经 行为障碍 靶向 治疗
807,启明创投 入资长 医疗 抢占 康复 医疗 细分 领域
808,奕 真 生物 B轮 融资 人民币 亿 看好 中国 市场
809,专注 员工 健康 管理 疾病 预防 平台 Newtopia 1000 万美元 A轮 融资
810,锐翌 生物 获 四千万元 pre A轮 融资 抢先 布局 千亿 级 医疗 健康 产业 市场
811,Iora health 最新 融资 7500 万美元 三个 层面 颠覆 初级 保健 服务行业
812,独家 世 萱堂 生物医药 获 1.5 亿 人民币 天使轮融资 刷新 天使轮融资 上限
813,B轮 融资 400 万美元 Bloomlife 专注 孕妇 产 前 监测 护理
814,利用 胚胎 干细胞 治疗 糖尿病 SEMMA 疗法 两年 共获 5000 万美元 融资
815,美柚 确认 10 亿元 E轮 融资 寻求 国内 上市 机会
816,Keep 获 腾讯 C 轮 战略 投资 用户量 突破 5000 万
817,E轮 融资 超过 7000 万美元 Accolade 低调 打造 专业 医疗 服务 独角兽
818,朗姿股份 募资 10.8 亿 加码 医疗 美容 业务
819,阳光 沙滩 独角兽 CareCloud 成立 融资 超过 1.1 亿美元
820,辉瑞 收购 Bamboo Therapeutics 涉及 金额 超过 亿美元
821,东软熙康 获 二轮 融资 6400 万美金 人保 领投
822,拿到 3.45 亿元 C轮 融资 更美 打算 花
823,心脏 衰竭 疾病 管理 公司 Endotronix 200 万美元 融资
824,复星医药 拟 12 亿美元 收购 印度 药企 Gland Pharma 约 86.08% 股权
825,A轮 融资 达 600 万美元 Zest Health 帮 精明 医疗 消费者
826,母婴 电商 平台 宝宝树 逾 30 亿 人民币 融资
827,瑞典 健康 初创 公司 Lifesum 获 1000 万美元 B 轮 融资
828,手术 机器人 公司 Cambridge Medical Robotics 获 2030 万美元 轮 融资
829,美APP C轮 首批 融资 进一步 完善 医美 闭环
830,卫宁健康 亿元 增资 浙江 纳里 健康 成其 股东
831,远程 医疗 服务提供商 Avi zia 获 1100 万美元 A轮 融资
832,在线 康复 平台 Force Therapeutics 获 风险投资 260 万美元
833,甘草 医生 首轮 千万级 融资 欲 打造 首个 中医 医生集团
834,医疗 大数 公司 Apixio 获 1930 万美元 融资
835,独家 机器人 护理 公司 礼宾 科技 获 千万元 天使轮融资
836,悟空保 获 亿元 Pre A轮 融资 着手 布局 互联网 医疗保险 产品
837,贝壳社 数千万 A轮 融资 分享投资 领投
838,名医 主刀 B轮 1.5 亿元 融资 携手 各方 打造 名医 公益 联盟
839,绿叶 集团 6.88 亿美元 拿下 Healthe Care 医疗 产业布局 已趋 完善
840,智能 芯片 药丸 公司 Proteus Digital Health 获 5000 万美元 融资
841,获 数千万 A轮 融资 解码 DNA 基因 检测 IVD 试剂盒 两条腿走 路
842,尔康制药 5000 万 收购 凯纳 网络 医药 电商 O2O 迎来 洗牌
843,糖尿病 管理 公司 Livongo Health 获 4450 万美元 融资
844,独家 妙健康 获 亿元 A轮 投资 进一步 开拓 创新型 健康 管理模式
845,爱尔眼科 拟超 3000 万美元 投资 奇虎3 60
846,大数 据预测 糖尿病 风险 Sweetch 公司 获 350 万美元 A轮 融资
847,CrossChx 获 1500 万美元 C轮 融资 旗下 Queue 指纹识别 辅助 挂号
848,马泷齿科 8500 万 人民币 B轮 融资
849,监控 手术 失血 量 Gauss Sur gi cal 公司 获 12 60 万美元 融资
850,汪星界 Fitbit 被 玛氏 亿美元 收购
851,上药云健康 获 1.35 亿元 A+轮 融资
852,基因 捕获 技术 核心 iGeneTech 获 数千万 A轮 融资
853,医学 科研 咨询 技术 服务公司 百替 生物 数千万元 A轮 融资
854,心率 传感 科技 公司 Valencell 获 840 万美元 融资 力推 高精度 运动 测量
855,医疗 鼻祖 WellDoc 强生 LifeScan 血糖仪 合作 获 750 万美元 B轮 融资
856,基因 检测 公司 Guardant Health 亿美元 D轮 融资
857,穿戴 震颤 治疗仪 公司 Cala Health 1800 万美元 融资
858,Fitness Keep er 口袋 健身 APP 跑鞋 公司 AS IC S 8500 万美元 投资
859,丁香园 2016 首投 落地 数千万元 A轮 投资 口腔 SaaS 服务商
860,凯撒 医疗 集团 远程 视频 通信 公司 Vidyo 投资 1000 万美元
861,硅谷 医疗 创新 工作室 Health2047 获 AMA 投资 1500 万美元
862,医药行业 SaaS 服务提供商 太美医疗 获 经纬中国 数千万元 人民币 投资
863,RetraceHealth 融资 100 万美元 主营业务 初级 医疗 出诊 视频 会诊
864,医疗 CRM 平台 服务公司 Eva riant 获 C轮 4230 万美元 融资
865,异步 远程 医疗 公司 Zipnosis 近日 A轮 1700 万美元 融资
866,Thrive Feed g 融资 50 万美元 研发 智能 奶瓶
867,熟人 医患 沟通 平台 青苹果健康 获 千万美元 B轮 融资
868,Jan 医疗 公司 融资 750 万美元 开发 神经 疾病 诊断 工具
869,生物制药 公司 天演药业 获近 亿元 B轮 融资
870,健康界 B轮 融资
871,获 200 万美元 C轮 融资 杏树林 开启 商业化 国际化
872,远程 问诊 公司 Snap MD 近日 530 万美元 融资
873,拍医 拍 获 千万元 A轮 融资 开放 技术 核心
874,互联网 新贵 Oscar 获 融资 1.5 亿美元 总 估值 达 30 亿美元
875,一年 轮 融资 药品 终端 网再 获 国弘 资产 5000 万 融资
876,血液 检测 界 爆发 世界大战 Illumina 旗下 公司 Grail 获 亿美金 A轮 融资
877,Flatiron Health 获 巨头 青睐 1.75 亿美元
878,血液 检测 癌症 公司 Guardant Health 亿美元 D轮 融资
879,世界 首款 智能 牙刷 制造 公司 Kolibree 400 万美元 融资
880,壹心理 获近 千万美元 轮 融资
881,糖尿病 健康 管理 平台 微糖 获 数千万美元 B轮 融资
882,中医 获 5000 万元 A轮 融资 后要 干 五件 事
883,汤臣倍健 战略 投资 8760 万元 布局 基因 检测 千亿 市场
884,腾讯 领投 医联Medlinker B轮 4000 万美元 融资
885,上药云健康 获 11 亿元 A轮 融资 同步推 电商 业务 品牌 益药
886,京颐股份 获 2.21 亿元 C轮 融资 FDA 批准 全球 首个 3D 打印 药物
887,名医 主刀 获 徐小平 真格基金 500 万 天使投资
888,面向 消费者 医疗 诊断 制造商 Tyto Care 融资 1100 万美元
889,技术 Jonathan Rothberg 耗资 亿美元
890,麦豆 随访 1000 万美元 A轮 融资
891,易 随诊 肿瘤 随访 平台 获 200 万元 融资
892,药品 终端 网 数千万 级别 A+轮 融资
893,med CPU 融资 800 万美元 NantHealth 收购 Harris 医疗保健 解决方案
894,独家 重磅 医生 工具 APP 杏仁医生 获 亿元 B轮 融资
895,Teladoc 成 全球 首家 IPO 在线 问诊 公司 上市 首日 市值 超十 亿美金
896,据信 好大夫在线 6000 万美元 C轮 融资
897,血糖高 翰宇 药业 6000 万元 投资 意向
898,去动 获 千万美元 融资 运动 社交 之下 运动 O2O
899,Valve 解雇 13 名 员工 涉及 VR 硬件 团队
900,2018 全球 AR 手游 排行榜 精灵 宝可梦 GO 领衔
901,IDC 2019 VR 游戏 产值 增长 75%
902,130 万 销量 PS VR 问鼎 2018 年度 叫座 VR 设备
903,巨头 纷纷 追逐 眼球 追踪 技术 VR 有何意义
904,iPhone AR 功能 游戏规则 改变
905,热潮 过后 虚拟现实 喜 忧
906,VR 未死 巨头 入局 爆发 期将
907,火柴 互娱 领衔 VR 体验 引爆 网络文学 大会 新高潮
908,Altspace 关闭 VR 社交 从业者 何去何从
909,黑科技 意念 控制 VR 游戏 现实
910,库克 AR 至关重要 iOS 将成 AR 平台
911,科学家 利用 WiFi 技术 增强 VR 设备 追踪 能力
912,深度 分析 说 苹果 发布 AR 眼镜
913,乔布斯 苹果 欲 ARKit 打造 AR 帝国
914,苹果 ARKit 刺激 Q2 涉猎 AR 企业 增加 60%
915,Oculus VR 游戏 团队 生存
916,VR 门口 野蛮 入 城 掳掠
917,谈 AR 发展趋势 说 苹果 领先者
918,揭秘 VR 全景 骗局 创业 加盟 需 警惕
919,VR 风 吹 沉寂 华强北 市场 遇冷
920,说 索尼 VR 一步之遥
921,3A 级 国产 VR 游戏 Reboant 首 曝
922,江苏 消协 半数 消费者 VR 体验 满意
923,游戏 专家 MR 游戏 虚拟 现实 互动
924,VR 融入 眼球 追踪 技术 抛弃 手柄 意识 操作
925,9% 美国 家庭 有意 购入 VR 头盔 同比 增 80%
926,分析师 取代 iPhone 地位 苹果 AR
927,三星 新 专利 磁性 技术 定位 手柄 位置
928,主题公园 之外 网吧 VR 出路
929,谷歌 推出 Ad VR VR 中 插入 广告
930,苹果 获 AR 专利 现实 世界 场景 构建 虚拟 内容
931,FB 谷歌 苹果 热衷于 AR
932,VR DVD 类似 轨迹 走出 成功
933,VR 触觉 反馈 公司 Nomad ic 获 600 万刀 融资
934,2017 中国 VR 内容 市场 规模 约 6500 万美元
935,AR 市场 2021 达 600 亿美元
936,IHS 报告 2021 VR 头显 销量 达 9100 万台
937,索尼 PS VR 供求 预计 销量 达 500 万台
938,索尼 PS VR 销量 达 里程碑 突破 100 万
939,现状 参差不齐 VR 体验 店 一波未平 一波又起
940,游戏 VR AR 市场 主导力量
941,VR 竞争 Oculus 三星 谷歌 三角恋
942,开发者 高质量 画面 VR 内容 必要条件
943,索尼 新 VR 手柄 配件 造型 独特 约合 344 元
944,微软 新 AR 曝光 近眼 显示器 直投 全息 影像
945,Oculus 研发部 公布 开创性 焦面 显示 技术
946,浅谈 VR 线下 体验 四大 市场 区别
947,不想 天天 吹牛 创业者 退场 VR 洗牌 期
948,斯皮尔伯格 布局 VR 体验 店 做 射击 游戏
949,苹果 FB 谈 AR VR 前途
950,谷歌 收购 VR 游戏 工作 模拟 开发商
951,研究 显示 沉浸 VR 游戏 减少 患者 60% 疼痛
952,VR 行业 钱 寻找 游戏 之外 收入 渠道
953,Facebook 致力于 VR 工作 员工 超千人
954,工作 模拟 开发商 谈 VR 游戏 成功 秘诀
955,Facebook 关闭 旗下 Oculus VR 电影 工作室
956,2017 Q1 虚拟现实 行业 全景 热度 观察
957,VR 泡沫 崩裂 一季度 AR VR 投资 暴跌
958,Newzoo 全球 1.9 亿台 手机 兼容 主流 VR
959,CCP 公司 CEO 看待 VR 市场 角度
960,HTC 发布 VR 建模 工具 创造 VR 售价 12 元
961,bilibili 代理 VR 手游 妃 十三 学园 二次元 或成 VR 游戏 突破口
962,解析 三种 科技 巨头 VR 中 盈利 方式
963,英国 VR 开发商 盲目 预测 报告
964,2016 AR 风 投达 10.8 亿美元 同比 增长 倍
965,VR 专家 警告 应多 关注 技术 负面影响
966,SIE 中国 总裁 VR 游戏 开发者 几点 建议
967,VR 趋势 PC 端 短期 主流 一体机 后来居上
968,腾讯互娱 发布 2016 VR 技术 白皮书
969,战争 机器 父 VR 游戏 噱头
970,科幻 现实 解放 双手 意念 控制 VR 游戏
971,IDC AR VR 游戏 复合 年增长率 超 220%
972,中国 VR 产业 白皮书 2020 市场 趋于 成熟
973,高 门槛 动作 捕捉 技术 成 VR 发展 拦路虎
974,Oculus 总监 VR 内容 FB 后期 目标
975,苹果 新 专利 iPhone 或成 VR 头显 遥控器
976,Oculus 公开 Touch VR 控制器 CAD 文件
977,26 万 VR 设备 故障 卖方 只换 不退
978,HTC 副总裁 3A VR 大作 需 等待 几年 时间
979,建议 告诉 利用 VR AR 做 营销
980,新 技术 Oculus Gear VR 语音 识别
981,回顾过去 VR 现状 未来 八大
982,Oculus 47% VR 用户 喜欢 交互 体验
983,市场趋势 VR 游戏 轻度 游戏
984,UE4 游戏 引擎 新 模式 VR 中 创作 VR 游戏
985,2016 VR 头戴 设备 出货量 超过 3000 万台
986,Sketchfab 2017 第一季度 VR 行业 趋势 报告
987,Magic Leap 创意 总监 MR 推动 游戏 变革
988,PS VR 上市 四个 月销量 百万 远超 预期
989,用户 身临其境 VR 电竞 成 未来 新 趋势
990,龙 地下城 VR 团队 分享 VR 游戏 开发 经验
991,Steam 30 款 VR 营收超 25 万美元
992,2016 中国 VR 头盔 销量 30 万套 占 总 份额 15%
993,VR 小报 系列 沙龙 第二期 VR 射击 游戏 闭门 分享 专场
994,高价 VR 头盔 短期内 难以 流行 发展 不及 预期
995,HTC Vive 成 中国 市占率 VR 头戴 设备
996,VR 依旧 前路 漫漫 开发者 生存环境 乐观
997,山寨 VR 调查 资本 宠儿 沦为 10 元 电子 垃圾
998,融资 14 亿美元 Magic Leap 短期 做 不出 产品
999,宫本 茂 VR 游戏 太 依旧 任重而道远
1000,2016 VR 投资 金额 破 23 亿美元 同比 涨 倍
1001,用户 太 少 Facebook 关闭 200 家 VR 体验 店
1002,小岛 秀夫 打造 一款 大作 需 耗时 三年
1003,三星 英国 VR 市场 2020 达 3.54 亿欧 元
1004,2016 VR 产值 达 18 亿美元 总 销量 630 万台
1005,VR 玩游戏 之外 治疗 心理疾病
1006,Magic Leap 新 专利 MR 头 显能 治疗 色盲
1007,VR 职位 暴涨 视频 游戏 设计师 年薪 13.5 万刀
1008,2021 VR AR 市场 规模 1080 亿美元
1009,收费 高性价比 低 VR 线下 体验 店 六成 亏损
1010,体感 技术 公司 SoftK etic VR 手势 交互
1011,VR 行业 趋势 报告 79.6 受访者 体验 VR
1012,风波 再起 Oculus VR 被 起诉 窃取 专利
1013,苹果 蔡司 合作 研发 AR 眼镜 明年 上市
1014,2017 全球 VR 设备 出货量 51 万部
1015,2021 全球 VR 市场 109 亿美元
1016,首款 VR 鞋子 发布 套装 售价 1000 美元
1017,VR AR 市场 未来 趋势 12 项 现实状况
1018,Crytek 中国 运转 发布 VR 新作
1019,Oculus 收购 眼球 追踪 公司 着力 交互
1020,盲目投资 过头 VR 风口 过后 求生 路
1021,VR 游戏 手游 投资 风口
1022,2016 VR 元年 回顾 游戏 虚拟现实 代名词
1023,HoloLens 新 专利 解决 视场 角过
1024,雷声大雨 点 国内 VR 产业 何去何从
1025,外媒 VR 社交 走向 成功 化 因素
1026,GFK 中国 VR 硬件 整体 销售额 达 6.5 亿元
1027,三星 进军 AR 头显 HoloLens 竞争
1028,VR 电竞 被 热 捧 谈 为时过早
1029,VR 游戏 公司 Survios 融资 5000 万美元
1030,Oculus 重组 PC 部门 CEO 艾里布 卸任
1031,外媒 VR 年度报告 亮点 项
1032,VR 业 五大 趋势 线下 体验 店 中国 井喷
1033,Oculus 内容 部门 负责人 VR 终极 平台
1034,儿童 AR 游戏 开发商 Osmo 获 1.65 亿元 融资
1035,扎克伯格 建立 完整 VR 生态系统 需 十年
1036,微软 AR 头显 Hololens 游戏 最终 目的地
1037,解析 VR 元年 寒冬 背后 商业 逻辑
1038,VR 从业者 裸手 交互 伪 需求
1039,国行 主机 欲 接轨 世界 VR 游戏 机遇
1040,VR 成 假期 季 输家 销量 预期 被 下调
1041,倒闭 VR公司 直述 内容 VR 发展 障碍
1042,育碧 旗下 VR 游戏 支持 跨平台 体验
1043,Oculus 联合 创始人 VR 体验 游戏
1044,Oculus Touch 首发 游戏 超过 50 款
1045,Oculus 运行 微软 Xbox 海量 游戏
1046,VR 游戏 收益 乐观 需 解决 时间 标准
1047,细说 VR 晕动症 现阶段 攻克 难关
1048,虚拟现实 浪潮 来临 历史 车轮 阻挡
1049,PS VR 销量 超 200 万 Vive 50 万
1050,异步 空间 扭曲 技术 VR 配置 降低
1051,微软 游戏 HoloLens 走近 大众 敲门砖
1052,谷歌 正式 发布 Daydream 手机 兼容 标准
1053,今日 正式 发售 五方面 解析 谷歌 Daydream
1054,瑞典 VR 智能机 眼部 追踪 技术 公司 筹 亿元
1055,揭秘 日本 VR 线下 体验 店 单人 付费 超 200 元
1056,谷歌 Daydream 售价 79 美元 首发 中国
1057,VR AR 混 搭 苹果 头盔 市场 入场券
1058,Oculus 预测 VR 发展 8K 交互 VR
1059,观点 冲突 手游 VR 游戏 未来
1060,Unite 洛杉矶 峰会 精彩 回顾 图形 平台 VR
1061,Vision VR AR 亚洲 峰会 精彩内容 抢先 曝光
1062,Unity 发布 开源 VR 编辑器 Ed itor VR
1063,研究 调查 价格 晕动症 VR 普及
1064,微软 VR 新 设备 七件 事
1065,解答 困惑 浅谈 AR 五大 误区
1066,中国 VR 市场 头显 混战 线下 体验 店 盛行
1067,拒绝 手柄 未来 双手 VR 游戏
1068,研究 调查 VR AR 潜在 竞争对手 分析
1069,PMGO AR 爆款 到来
1070,Oculus 坚信 独占 游戏 推动 VR 产业 发展
1071,福布斯 价格 VR 普及 面临
1072,PS VR 登顶 日本 硬件 榜 首周 销量 超 万台
1073,游戏 设计师 巧妙 规避 VR 晕动症
1074,福布斯 盘点 VR 改变 世界 方式
1075,现实 骨感 美国 人仅 6% 买 VR 头盔
1076,唯晶科技 携 款 VR 游戏 角逐 2016 金翎奖
1077,逃离 幻想 脱离 炒作 期 VR 任重道远
1078,PS VR 首发 出货 千台 分销商 坐地 起价
1079,Facebook 挖角 EA 副总裁 负责 VR 社交 团队
1080,谷歌 高层 解读 Daydream VR 背后 五大 秘密
1081,Oculus CEO 畅谈 Oculus 未来 七个 发展 变化
1082,Oculus 投 1000 万美元 推动 VR 生态 发展
1083,直奔 消费者 巨额 投资 遏制 AR VR 发展
1084,Juniper 预计 2021 VR 硬件 市场 500 亿美元
1085,最低 配 下降 完整 VR 体验 仍要 9000 元
1086,Oculus 开发者 大会 汇总 VR 一体机 曝光
1087,2020 用户 VR娱乐 内容 支出 达 33 亿美元
1088,IP 授权 VR AR 面临 法律 风险
1089,S erData PS VR 销量 达 260 万台
1090,腾讯 王波 VR 资本 冬天 产业 春天
1091,IDG资本 长期 看好 VR AR 资本 寒冬 假象
1092,观点 VR 热 呼声 大于 投资 泡沫
1093,沈黎 腾讯互娱 VR 游戏 研发 领域 探索
1094,Niantic 老总 VR 孤立 AR 有趣 前途
1095,亚洲 VR 市场 年内 扩张 100 亿美元
1096,卖出 十几万 套 VR 眼镜 VR 创业者 秘辛
1097,扩张 用户 基础 Oculus 接入 Facebook 用户群
1098,保护 消费者 权益 VR 相关 法律 应 完善
1099,VR AR 遇 困境 贵 内容 致命
1100,月份 VR 内容 全球 总数 已超 1000 款
1101,投入 3000 万美元 CCP 称 VR 游戏
1102,工信部 发布 VR 白皮书 价格昂贵 可用性 差
1103,VR 内容 春天 到来
