title,create_time,link,content,source,funding_round
日本将解禁自助式加氢站，推动燃料电池车普及,2018-06-21 14:51:05,http://tech.huanqiu.com/observe/2018-06/12311565.html,据《日本经济新闻》报道，为普及燃料电池车(FCV)，日本经济产业省将放宽对供应燃料的加氢站的限制。日本将解禁由司机自主加氢的自助式加氢站，只要满足一定条件，只靠一名监督员就可以运营，促进加氢站的建设。未来还将探讨实现无人化。（环球网）,环球网,未透露
工信部：加快推进5G技术产业发展 适时发布频谱规划和商用牌照,2018-06-21 14:24:37,http://kuaixun.stcn.com/2018/0621/14333732.shtml,工信部副部长陈肇雄指出，要促进5G技术成熟，打造完整产业链，为全面商用奠定产业基础；要出台5G商用政策，适时发布频谱规划和商用牌照，满足5G网络建设与应用拓展需求；要加快5G应用拓展，支撑服务经济实现数字化、网络化、智能化高质量发展。（证券时报）,证券时报,未透露
韩国科技部：到2022年培养1万名区块链专业从业者,2018-06-21 13:33:19,,韩国科技部21日发布了旨在确保全球技术竞争力的“技术桥梁发展战略”，将提升国内市场6六个试点项目的竞争力，其中包括个人通关、简化房地产交易、在线投票、海运物流等。韩国科技部还计划，到2022年培养1万名专业工作者。（韩联社）,韩联社,未透露
工信部：继续加大支持力度 促进区块链健康发展,2018-06-21 11:02:42,,36氪讯，近日，区块链技术和应用峰会暨第二届中国区块链开发大赛成果发布会在杭州召开，工业和信息化部信息化和软件服务业司参加会议。下一步，工信部信息化和软件服务业司将继续加大支持力度，积极采取有效措施，营造良好发展环境，促进区块链健康发展。,36Kr,未透露
欧盟发布第五次反洗钱指令，政府部门将被允许监控数字货币动向,2018-06-21 11:02:24,,欧盟周二发布了其第五次反洗钱指令。该指令承认，将服务提供商纳入其中不会完全消除数字货币的所有匿名性。然而，为了应对匿名相关风险，金融情报部门（FIUs）将被允许获取信息，使他们能够将数字货币地址与数字货币的所有者的身份联系起来。（Finance Magnates）,Finance Magnates,未透露
全国共15个省市新能源汽车补贴/奖励政策,2018-06-21 10:28:00,http://www.autoinfo.org.cn/autoinfo_cn/content/news/20180621/1752694.html,据不完全统计，截止2018年6月20日，全国共有上海、深圳、重庆、广东、广州、西安、武汉、江西、河南、安阳、海南、云南、青海、莆田、黑龙江等15省市出台新能源汽车补贴/奖励政策。其中，广东、广州、河南、海南、云南、青海新能源汽车均按中央标准1:0.5补助。（中国汽车工业信息网）,中国汽车工业信息网,未透露
上半年全球IPO数量同比下滑19%,2018-06-21 09:01:01,"http://news.cnstock.com/news,bwkx-201806-4236638.htm",到目前为止，2018年上半年IPO总交易数量达到676笔，比去年同期下降了19%。IPO交易融资额也下滑15%至900亿美元。（中国证券报）,中国证券报,IPO
海南股交中心“天使板”正式设立,2018-06-21 08:55:22,,6月20日，海南省首个专注于互联网初创企业天使投资的服务板块——海南股权交易中心“天使板”正式设立。几种企业都在服务行列：在海南省注册且成立时间不超过5年，年销售额或营业额不超过2000万元人民币，具有技术含量高、创新能力强、商业模式新的初创期互联网企业；通过由省工信厅组织的互联网创业项目路演，申请100万元及以下天使投资的企业。（海南日报）,海南日报,未透露
深圳港将试点自由贸易港,2018-06-21 08:29:07,,深圳港将试点自由贸易港，还将探索建设深港组合港。计划到2020年底初步建立自由贸易港。（深圳特区报）,深圳特区报,未透露
广东东莞出台政策支持人工智能产业发展,2018-06-20 21:41:11,http://news.sun0769.com/dg/headnews/201806/t20180620_7856414.shtml,广东东莞市20日出台政策措施，大力支持该市市人工智能产业发展。东莞将重点支持的领域包括但不限于智能传感器、智能芯片、计算机视觉、智能语音处理、生物特征识别、自然语言处理、智能决策控制、新型人机交互等核心基础和关键技术领域，支撑深度学习的大规模计算平台及海量数据库等人工智能基础资源，以及人工智能技术在各行业领域和硬件终端的产业化应用。,36Kr,未透露
国家药监局：简化程序，加快境外新药国内上市,2018-06-20 17:24:55,http://m.news.cctv.com/2018/06/20/ARTIT5vC721dzmx5GZhXt7SI180620.shtml,为满足临床急需，让患者早日用上“救命药”，尽快让一批防治严重危及生命疾病的境外新药在国内上市，国家药品监管局进一步简化境外上市新药审批程序、优化药品临床试验审批程序、取消进口药品逐批强制检验等政策，加快境外药品审评审批。（央视新闻）,央视新闻,未透露
文化和旅游部对2600余家票务网店进行专项清理,2018-06-20 15:37:37,http://www.xinhuanet.com/politics/2018-06/20/c_129897414.htm,为加强营业性演出市场监管，文化和旅游部近期严查严管演出内容和演出票务经营行为，查处了一批营业性演出市场重大案件。针对公众越来越普及的网络购票行为，文化和旅游部部署开展违规票务网店专项整治，对2600余家网店进行专项清理，部署北京、上海等19个地区查处143家违规从事票务经营活动的网店。（新华社）,新华社,未透露
世界杯期间海南严打新型网络赌博 销毁128台赌博机,2018-06-20 13:53:56,http://m.xinhuanet.com/hq/2018-06/19/c_1123001613.htm,从海南省公安厅获悉，海南省决定从6月13日起至8月底，在全省开展打击整治网络赌博违法犯罪专项行动，尤其是在世界杯足球赛期间严打各类新型网络赌博。6月15日，省公安厅在海口销毁128台赌博游戏机。（海南日报）,海南日报,未透露
国家能源局：各地、各电网企业应依法依规继续做好光伏发电项目并网,2018-06-20 13:34:00,http://zfxxgk.nea.gov.cn/auto87/201806/t20180620_3198.htm,36氪讯，国家能源局发布关于做好光伏发电相关工作的紧急通知。各地、各电网企业应依法依规继续做好光伏发电项目并网、（代）备案和地方补贴垫付等工作，不得以项目未纳入国家补贴建设规模范围为由擅自停止。,36Kr,未透露
国家体育总局印发智慧社区健身中心建设试点工作方案,2018-06-20 12:58:28,,国家体育总局日前印发《智慧社区健身中心建设试点工作方案》，根据社区人口结构，合理规划配置可服务于社区各类人群的智能化、个性化、互联互通的体育器材和设施设备。探索社区健身中心建设运营新路径，通过引入市场机制、支持专业公司参与智慧社区健身中心建设和运营。（财联社）,财联社,未透露
“独角兽”基金今日募集结束,2018-06-20 09:23:14,https://mp.weixin.qq.com/s?__biz=MjM5MzMwNjM0MA==&mid=2650734689&idx=2&sn=ad98a4fa57155a4d49708fa06338d9d3&chksm=be92a3ea89e52afc562e9cd10d62aaf3779cd6ce07269ba803e1dad440218267bf3eb58fac09&scene=0,在一天的机构认购后，战略配售基金的募集正式结束。六家公司计划于6月21日发布成立公告，届时会公开基金的最终认购规模以及个人和机构投资者的认购规模和比例。(中国证券报）,36Kr,未透露
工信部：到2020年完成5G支持车联网产业系列标准的制定,2018-06-19 21:01:59,http://www.miit.gov.cn/n1146290/n1146402/n1146440/c6225239/content.html,36氪讯，近日，工信部与国家标准委联合印发三项《国家车联网产业标准体系设指南》相关文件。《指南》提出，针对车联网产业“十三五”发展需要，加快共性基础标准制定，加紧研制自动驾驶及辅助驾驶相关标准、车载电子产品关键技术标准、无线通信关键技术标准、面向车联网产业应用的5G eV2X 关键技术标准制定，满足产业发展需求。到 2020年，基本建成国家车联网产业标准体系。,36Kr,未透露
山西取消30家小额贷款公司经营资格,2018-06-19 18:19:50,http://www.xinhuanet.com/2018-06/19/c_1123005647.htm,山西省金融办近日取消了30家小额贷款公司试点经营资格，要求不合格主体退出市场。山西是全国首批小额贷款公司试点省份，截至2018年5月末，山西共有552家小额贷款公司，注册资本金373亿元，贷款余额289亿元。（新华社）,新华社,未透露
证监会相关人士：“叫停IPO”为假消息，应严肃处理,2018-06-19 17:18:53,https://www.yicai.com/brief/10112566.html,证监会相关人士表示，“证监会召开临时会议叫停IPO”为假消息，（该行为）严重干扰市场正常传播秩序，编造虚假消息，应严肃处理。（一财）,一财,IPO
新浪财经：网传IPO暂缓是虚假消息，证监会网站没有此公告,2018-06-19 17:05:12,http://finance.sina.com.cn/stock/jhzx/2018-06-19/doc-iheauxvz6827565.shtml,今日下午朋友圈、微博疯传中国证监会召开临时会议，决定从2018年6月20日起暂停IPO，然而查阅证监会官网发现，并未有此消息。对此，市场投行人士表示，没有接到类似的通知，并且不认为会有类似通知；建议投资者不要以讹传讹。,36Kr,IPO
广东警方摧毁全国首例“呼死你”黑灰产业犯罪团伙，封停83万余个账号,2018-06-19 17:00:35,https://mp.weixin.qq.com/s/zi7pjVb0nKJIk2-iP1gnmA,36氪讯，广东省公安厅组织广州、深圳等15个地市公安机关成功打掉“疯狂云呼”和“呕死他”等两个“呼死你”犯罪团伙，以及线下利用“呼死你”平台进行非法追债的某利资产管理有限公司等3个犯罪团伙，封停“呼死你”账号83万余个，扣押服务器、电脑、银行卡等涉案物品一批，为全国首例“呼死你”黑灰产业链专案被全链条摧毁。,36Kr,未透露
工信部：加快建立车联网产业体系，促进自动驾驶发展,2018-06-19 16:55:53,http://www.miit.gov.cn/n1146290/n1146402/n1146440/c6225239/content.html,36氪讯，日前，工业和信息化部与国家标准委联合印发《国家车联网产业标准体系建设指南（总体要求）》《国家车联网产业标准体系建设指南（信息通信）》和《国家车联网产业标准体系建设指南（电子产品和服务）》，全面推动车联网产业技术研发和标准制定，大力建设融合创新生态体系，促进自动驾驶等新技术新业务加快发展。,36Kr,未透露
国家广播电视总局：停止播出“O泡果奶”等违规广告,2018-06-19 16:42:44,https://mp.weixin.qq.com/s/O5gmlqF7yuQEEjNGkGnUrA,36氪讯，国家广播电视总局发文称：一些电视台播出的“O泡果奶”“莎娃鸡尾酒”“邦瑞特植物防脱育发露”等广告，存在导向偏差和夸大夸张宣传、误导受众等严重违规行为，违反了《广告法》《广播电视管理条例》等规定。总局决定，自即日起，各级广播电视播出机构立即停止播出上述广告。,36Kr,未透露
沈阳：新能源和清洁能源公交车占比将达到75%,2018-06-19 16:38:29,http://www.xinhuanet.com/2018-06/19/c_1123004992.htm,从沈阳市公共交通指挥调度中心了解到，沈阳市将新增、更新300辆新能源和清洁能源公交车，其中173辆已经上线运营。新车上线后将更新100余辆老旧柴油公交车，全市新能源和清洁能源公交车占比将达到75%。（新华社）,新华社,未透露
韩国央行：发行央行加密货币存有“道德风险”,2018-06-19 13:19:44,,韩国央行表示发行央行数字货币（CBDC）可能会对货币政策及其实施产生负面影响，导致市场不稳定，称“加密货币无法发挥法定货币的功能”。报告中警示，不受限制地发行传统货币或加密货币很有可能会“损害社会成本及社会福利”。（Korea Times）,Korea Times,未透露
电子商务法草案三审：微商纳入经营者范围,2018-06-19 12:10:03,https://www.thepaper.cn/newsDetail_forward_2203481,我国第一部电商领域综合性法律《电子商务法（草案）》第三次提请人大常委会审议，有建议指出，在电子商务经营者的范围中，要将通过微信、网络直播等方式销售商品或者提供服务的经菅者涵盖在内。（澎湃）,澎湃,未透露
今年河北省将支持3000家工业企业“上云”,2018-06-19 11:54:28,,河北省将重点建设一批工业行业互联网平台，开展基于行业大数据的精准营销、供应链协同等服务。今年，河北省将支持3000家工业企业“上云”，支持5到10个行业级、区域级的工业互联网平台建设。（河北日报）,河北日报,未透露
接近证监会人士：小米暂时推迟发行不会影响CDR基金,2018-06-19 11:44:50,,接近证监会人士称表示，没有小米也会有其他的创新企业IPO，创新企业发行在会里将会常态化，还有其他的创新企业可供投资者选择。此外，这次小米推迟CDR也是好事。小米估值预期比较高，而当小米在香港上市后，价格一定会有合理区间，可以等到这个合理区间后再发CDR。（华尔街见闻）,华尔街见闻,未透露
海南拟尽快研究制定出台《海南省赛马运动发展规划》,2018-06-19 11:18:17,http://hnrb.hinews.cn/html/2018-06/19/content_1_5.htm,海南省文化广电出版体育厅主要负责人称，目前海南省文化广电出版体育厅正在和相关学术研究机构及专业机构进行商谈，拟尽快研究制定出台《海南省赛马运动发展规划》。规划确定后，海南省文化广电出版体育厅将根据规划要求，建设赛马场、训练场，成立马术俱乐部，有序组织各类体育赛马赛事。（海南日报）,海南日报,未透露
